26,1,12
38,1,15
38,32,7
51,1,16
80,1,15
80,50,7
99,1,12
123,20,13
123,34,3
144,40,15
166,62,12
166,90,5
191,29,16
218,60,14
218,79,8
238,78,9
252,92,11
252,123,4
278,63,13
301,85,10
301,107,3
320,103,13
348,66,14
348,150,9
364,50,18
389,75,17
389,96,6
402,56,11
431,87,11
431,116,4
457,111,9
478,136,10
478,162,4
491,114,15
510,99,10
510,164,5
533,119,18
559,144,16
559,181,5
585,175,14
614,143,9
614,232,7
628,126,10
641,142,11
641,167,8
651,146,17
669,123,9
669,194,5
696,147,17
717,118,16
717,190,9
746,93,10
769,68,10
769,144,6
788,85,12
802,101,11
802,119,9
818,118,11
844,83,17
844,171,7
865,109,11
881,123,10
881,140,9
893,108,10
906,122,8
906,147,4
931,141,16
953,167,8
953,185,8
982,136,8
992,140,15
992,160,8
1006,123,6
1031,92,16
1031,176,9
1041,87,8
1063,111,7
1063,137,6
1074,122,12
1100,147,11
1100,160,4
1127,115,15
1154,139,14
1154,164,6
1165,156,12
1183,132,11
1183,195,4
1207,157,13
1236,125,7
1236,220,4
1254,107,13
1266,91,15
1266,138,9
1286,116,12
1307,131,17
1307,165,6
1334,101,8
1363,124,13
1363,156,7
1392,1,118
